,_id,title,text,rating,reviewer_handle,language,airline_name,flight_date,flight_connection,flight_type,booking_class
0,v2lbUqiz,,"Der Service war wie jedesmal gut. Unser Flug von Denpasar landete verspätet in Singapor, aber wir wurden direkt am Gate von Mitarbeitern von der Airline empfangen und zum Anschluss Flug geführt.",5.0,,,Singapore Airlines,,,,
1,6iKpPLEo,,"Wir werden bald unseren Sommerurlaub im Anschluss an Singapur in Bali verbringen. Aufgrund der momentanen Erdbebenlage hatte ich an Singapur Airlines bezüglich einer möglichen Umbuchung geschrieben. Ich dachte schon, es würde keine Rückmeldung mehr kommen, da erhielt ich 2 Tage später einen Anruf von der Hotline. Die Dame am Telefon war super super nett und hilfsbereit. Sie hat uns die Umbuchung nach Thailand angeboten mit einem - meiner Meinung nach - geringen Aufpreis. Die Flüge von Singapur nach Bali sollten auf ungültig gesetzt werden.
Wir haben uns jetzt jedoch doch dazu entschlossen, die Reise wie geplant anzutreten. Den tollen Service an der Hotline möchte ich trotzdem gerne weitergeben.",4.0,,,Singapore Airlines,,,,
2,VRMsSQ8t,,"Aufgrund der aktuellen Erdbeben- und Vulkan-Lage auf Lombok und Bali wollten wir den Abschnitt Singapur-Denpasar entfallen lassen. Ansonsten wäre alles gleich geblieben. Für diese ""Umbuchung"" wollte Singapur Airlines 1600 EUR für 3 Personen. Absolute Frechheit. Never again!",1.0,,,Singapore Airlines,,,,
3,WEFZfFw6,,"Rundum zufrieden - guter Service, sehr freundlich, umfangreiches Entertainment Angebot. Klar, die Bein- und Sitzfreiheit könnte besser ausfallen, allerdings für Economy alles im Rahmen - bin schon deutlich schlechter geflogen.",4.0,,,Singapore Airlines,,,,
4,Yiu4kZ0c,,"Wie immer hervorragender Service(deswegen Singapore Airlines). Trotzdem erneute Kritik an Sitzdesign der Business Class. Ob es die Kopfhoerer Buchsen, die Ablagefächer, die Tische oder der Schlafwinkel sind, ich möchte gerne Tester kennenlernen, die zum Design beigetragen haben. Immer noch Potential der Verbesserung. Bei unserem Flug bekam ich eine gute Erklärung warum die Decken und Kissen in Plastik eingepackt sind.",4.0,,,Singapore Airlines,,,,
5,2zrCZmVk,,"Wir hatten einen angenehmen Flug, wurden hervorragend bedient und bei Problemen wurde sehr schnell geholfen.",5.0,,,Singapore Airlines,,,,
6,U7zCoNVz,,"Ich habe noch nie so einen schlechten Service auf einer Langstrecke gehabt. Es war mein ersten SQ Flug ( Hin SQ25 und zurück SQ326). Der Getränkeservice hing 30 min hinter den Mahlzeiten hinterher! Es wurde nur 1/3 bis zur Hälfte eingeschenkt an Wasser etc.Die Hauptspeiesen waren eher Pampe oder Hundefutter. Das Gemüse war fast immer das Gleiche! Einfaltslos! Verglichen mit Finnair, KLM, Lufthansa - kann ich nur ein befriedigend geben!",3.0,,,Singapore Airlines,,,,
7,ZnO6wYLP,,"Ich bin schon des Öfteren Premium Economy geflogen aber bisher nur mit der Lufthansa, so auch wenig Tage zuvor von Frankfurt nach Singapur. Wahrscheinlich liegt es daran, dass ich von Singapore Airlines so enttäuscht war.
Die obligatorische Wasserflasche die man für den Flug erhält hab es erst nach erreichen der Reiseflughöhe und auch das Getränk was einem gereicht wird nachdem man platz genommen hat gab es nicht. Das bei der Lufthansa liebevoll gestaltete „Waschtäschchen“ gab es nicht.
Natürlich ist das hier jammern auf höchstem Niveau aber für jemanden der sich damit brüstet Skytrax Sieger 2018 zu sein, der sollte diese Kleinigkeiten doch schleunigst verbessern. Zumal es der siebent platzierte ja besser macht und kann.",3.0,,,Singapore Airlines,,,,
8,1S0YfjC5,,"Guten Abend,
wir sind in Mai-Juni 2018 nach Bali, über Singapore Airlines geflogen.
Fluggesellschaft ist uns von Namen und Ruf bekannt.
Wir waren positiv sogar überrascht! Preis ist vergleichen mit anderen Companies zwar nicht das niedrigste, jedenfalls Preis/Leistung finden wir hervorragend.
Größere Sitzen, TV-Filme verschiedene Sprachen, mehrere Mahlzeiten und Getränke usw. Dazu sehr nette und Hilfsreiche Personal, pünktliche Ab- und Anflüge.
Die 20 Stunden Hinflug und 20 Stunden Rückflug haben wir Stressfrei und mit Spaß genossen.
Wir empfehlen jedenfalls Singapore Airlines weiter!!
Grüßen aus Deutschland",4.0,,,Singapore Airlines,,,,
9,vzdTzSAo,,Dieses Mal ging es mit SQ 337 von Düsseldorf nach Singapur. Vom Essen hin bis zum Service hebt sich Singapore Airlines immer wieder von anderen Airlines deutlich ab . Service rund um die Uhr . Bei dieser Fluggesellschaft merkt man wirklich das der Service an erster Stelle steht .,5.0,,,Singapore Airlines,,,,
