,_id,title,text,rating,reviewer_handle,language,airline_name,flight_date,flight_connection,flight_type,booking_class
0,iev82Cds,,"Neues Fluggerät, super sauber, interessantes Entertainmentprogramm, eigentlich so, wie man es von SQ gewohnt ist. Der Flieger war fast ausgebucht, so daß das Bordpersonal ziemlich gestresst war. Neuerdings verlangt SIA eine Gebühr für das Reservieren eines Sitzplatzes, das ist man von den asiatischen Airlines bislang nicht gewohnt. Ein Grund bei meiner nächsten Reise nach Singapur mich nach Alternativen umzusehen. Da ich nicht so groß bin war die Beinfreiheit okay.",3.0,,,Singapore Airlines,,,,
1,4mpR2l88,,"Mit A380 nach Singapore, danach mit B 777 direkt nach Sydney.
Hervorragender Sevice, Personal äusserst freundlich, pünktliche Abflugszeiten, ebenso Ankunftszeiten, porblemlose Transfers. Einfach eine Klasse Airline.",5.0,,,Singapore Airlines,,,,
2,hd9XFKBj,,Mehrfach schon mit der Gesellschaft geflogen. Noch nie unzufrieden gewesen.Der Service an Bord ist einfach gut.,5.0,,,Singapore Airlines,,,,
3,vsz7vAWN,,"wir waren mit dem A380 nach Singapur und weiter nach Phuket geflogen.
Wir hatten einen sehr angenehmen Flug und wurden wie immer sehr freundlich bedient.
Wir waren rund um zufrieden . Werden wieder mit Singapur Airlines fliegen",5.0,,,Singapore Airlines,,,,
4,W7HrTXtL,,"Selten so freundliches Service-Personal erlebt.Alle Abflüge waren pünktlich und auf 2 Etappen gab es sogar die wichtigsten Ansagen auf deutsch.
Kleiner Wehrmutstropfen: Die Vorteile von Changi-Direkt gab es für uns nicht, weil wir nur den Rückflug bei SA gebucht hatten - kleinlich.
Leider war auch das Angebot an Filmen in deutscher Sprache etwas klein.",4.0,,,Singapore Airlines,,,,
5,gENMx0Cv,,"Beste Airline.
Längerer Zwischenaufenthalt in Singapur kann man wunderbar zum shoppen nutzen oder ganz easy zum in die Stadt zur Marina of the bays fahren mit der Metro. 10€ retour. Lohnt sich!",5.0,,,Singapore Airlines,,,,
6,CBw6zkr7,,Rundherum ein angenehmer Flug mit sehr gutem Service. Das Personal war ausgesprochen freundlich und aufmerksam.,5.0,,,Singapore Airlines,,,,
7,uiAdsSvx,,"Der Flug war sehr angenehm. Was ich ausserdem schätze, ich kann die Zeit vom Zwischenstopp in Singapur wählen. Beim Abflug in Zürich hatten wir eine Stunde Verspätung, der Anschlussflug in Singapur hat auf uns gewartet.
Guter Service in allen Punkten.",5.0,,,Singapore Airlines,,,,
8,Smsapkql,,"Ich fliege gern mit Singapore Airline wie auch mit Emirates. Mit beiden fliege ich sehr gerne! Immer superservice. Und Filmauswahl ist speziell! Ich danke allen, die das möglich machen. Inkl Piloten, die einen A380 so sanft landen können. Gerne wieder",4.0,,,Singapore Airlines,,,,
9,xy8zfKXJ,,"Sehr guter Flugplan, mit meiner meinung nach der Besten Airline! Wenn Asien dann mit Singapore airlines! Gutes Essen, super Personal! Gutes entertainment systen!",5.0,,,Singapore Airlines,,,,
10,fwwwdttS,,"Wir können diese Airline wirklich weiterempfehlen, denn wir fliegen 2x jährlich in Urlaub und fliegen mit Singapore Airline am liebsten. Menüauswahl, und während des Fluges geht das Bordpersonal laufend mit Geränken durch.( Orangesaft und Wasser ) auf Wunsch auch andere Getränke..",5.0,,,Singapore Airlines,,,,
11,VsTp755N,,Vom Check-In bis zur Ankunft hat alles bestens geklappt - Sehr guter Service an Bord - pünktliche Ankunft,5.0,,,Singapore Airlines,,,,
12,VaZrkf7f,,Insgesamt wurden wir sehr gut betreut. Die Flugbegleiterinnen sind sehr gut ausgebildet. Das Speiseangebot ist gut jedoch nicht außergewöhnlich. Die Bordinformationen sind etwas spärlich. Unsere Sitzplätze waren sehr geräumig.,4.0,,,Singapore Airlines,,,,
13,CrbDxZ7N,,"Am 3. Februar 2019 herrschte Schneechaos in München. Über 100 gecancelte Flüge,aber unser Boarding war pünktlich. Aber leider mussten wir 7 Std im Flieger warten bis wir weg konnten . Aber: der Flieger wurde die ganze Zeit geheizt. Das Personal hat sich ganz ruhig, sehr zuvorkommend und professionell verhalten. Die Wartezeit wurde mit Getränken, Sandwich und Nüssen überbrückt. Nun war meine allergrößte Sorge mein Anschlussflug.habe so etwas schon mal bei Air Berlin erlebt, und das war die Katastrophe pur. Nicht so bei Singapur Airline!!
Bei der Ankunft in Singapur waren Servicekräfte, die uns zum entsprechenden Tisch geleitet haben. Hier war schon der Hotelvouger mit Namen und Abflugzeiz für den nächsten Tag beschrieben. Es war ein tolles Hotel, Crowne Plaza, im Flughafen. Abendessen war ebenfalls dabei. Hier spreche ich von einem Buffet das eine Augenweide war. Dieser Service war beispielhaft.
Das Flugzeug selbst, A 350, bot viel Beinfreiheit,bei 1.90m, der Service war die gesamte Flugzeit hervorragend.",5.0,,,Singapore Airlines,,,,
